iter	Passed	Remaining
1671	24445	19416
1672	24459	19400
1673	24473	19385
1674	24485	19369
1675	24496	19351
1676	24509	19335
1677	24520	19318
1678	24532	19301
1679	24542	19283
1680	24554	19266
1681	24565	19249
1682	24576	19231
1683	24586	19213
1684	24597	19196
1685	24608	19178
1686	24619	19161
1687	24630	19143
1688	24639	19125
1689	24650	19107
1690	24659	19088
1691	24672	19072
1692	24683	19055
1693	24694	19038
1694	24705	19020
1695	24719	19005
1696	24731	18989
1697	24742	18972
1698	24754	18955
1699	24766	18939
1700	24776	18921
1701	24787	18903
1702	24798	18886
1703	24808	18868
1704	24818	18850
1705	24829	18833
1706	24839	18815
1707	24850	18797
1708	24860	18779
1709	24870	18762
1710	24883	18745
1711	24893	18728
1712	24903	18710
1713	24915	18693
1714	24925	18676
1715	24936	18658
1716	24948	18642
1717	24959	18625
1718	24969	18607
1719	24980	18590
1720	24992	18573
1721	25001	18555
1722	25012	18538
1723	25024	18521
1724	25035	18504
1725	25046	18487
1726	25056	18469
1727	25067	18452
1728	25078	18435
1729	25089	18418
1730	25098	18400
1731	25109	18382
1732	25120	18365
1733	25130	18347
1734	25140	18330
1735	25150	18312
1736	25161	18295
1737	25172	18278
1738	25185	18262
1739	25199	18247
1740	25212	18232
1741	25226	18217
1742	25238	18201
1743	25250	18185
1744	25262	18168
1745	25274	18152
1746	25286	18136
1747	25297	18118
1748	25312	18105
1749	25328	18091
1750	25343	18077
1751	25355	18061
1752	25367	18044
1753	25377	18027
1754	25388	18010
1755	25399	17993
1756	25409	17976
1757	25420	17959
1758	25431	17942
1759	25444	17926
1760	25460	17913
1761	25473	17898
1762	25485	17881
1763	25497	17865
1764	25508	17849
1765	25522	17833
1766	25534	17817
1767	25547	17802
1768	25559	17786
1769	25573	17771
1770	25584	17754
1771	25599	17740
1772	25616	17727
1773	25626	17710
1774	25637	17693
1775	25648	17676
1776	25659	17659
1777	25670	17643
1778	25681	17626
1779	25692	17609
1780	25703	17593
1781	25715	17576
1782	25726	17559
1783	25738	17543
1784	25749	17527
1785	25760	17510
1786	25770	17493
1787	25782	17477
1788	25794	17460
1789	25804	17443
1790	25815	17426
1791	25826	17409
1792	25836	17392
1793	25847	17375
1794	25857	17358
1795	25868	17341
1796	25880	17325
1797	25891	17309
1798	25901	17291
1799	25911	17274
1800	25921	17256
1801	25932	17240
1802	25943	17223
1803	25953	17206
1804	25964	17189
1805	25975	17173
1806	25987	17156
1807	25998	17140
1808	26009	17124
1809	26019	17106
1810	26030	17090
1811	26040	17073
1812	26051	17056
1813	26061	17039
1814	26072	17022
1815	26083	17005
1816	26093	16988
1817	26103	16971
1818	26114	16954
1819	26126	16939
1820	26137	16922
1821	26148	16905
1822	26159	16889
1823	26170	16873
1824	26180	16855
1825	26191	16839
1826	26202	16822
1827	26212	16805
1828	26225	16790
1829	26236	16774
1830	26246	16757
1831	26258	16740
1832	26269	16724
1833	26278	16707
1834	26290	16691
1835	26301	16674
1836	26311	16657
1837	26323	16641
1838	26334	16625
1839	26346	16609
1840	26361	16595
1841	26377	16582
1842	26391	16567
1843	26404	16553
1844	26418	16538
1845	26431	16523
1846	26443	16507
1847	26456	16492
1848	26469	16477
1849	26482	16462
1850	26493	16446
1851	26506	16430
1852	26519	16415
1853	26532	16400
1854	26543	16384
1855	26559	16370
1856	26583	16362
1857	26601	16350
1858	26642	16352
1859	26664	16342
1860	26682	16330
1861	26698	16317
1862	26715	16304
1863	26730	16290
1864	26744	16276
1865	26756	16260
1866	26769	16245
1867	26783	16230
1868	26796	16215
1869	26809	16200
1870	26822	16185
1871	26836	16170
1872	26853	16158
1873	26914	16171
1874	26931	16159
1875	26949	16146
1876	26966	16134
1877	26982	16120
1878	26998	16106
1879	27012	16092
1880	27028	16079
1881	27043	16065
1882	27059	16051
1883	27073	16037
1884	27085	16021
1885	27101	16007
1886	27116	15994
1887	27133	15981
1888	27148	15967
1889	27164	15953
1890	27180	15940
1891	27199	15928
1892	27215	15915
1893	27229	15900
1894	27245	15887
1895	27260	15873
1896	27276	15859
1897	27290	15845
1898	27305	15831
1899	27322	15818
1900	27339	15805
1901	27356	15792
1902	27373	15779
1903	27393	15768
1904	27410	15755
1905	27426	15742
1906	27442	15728
1907	27458	15715
1908	27475	15702
1909	27492	15689
1910	27508	15676
1911	27524	15662
1912	27539	15648
1913	27557	15636
1914	27572	15622
1915	27588	15608
1916	27603	15594
1917	27624	15583
1918	27644	15572
1919	27666	15562
1920	27683	15549
1921	27696	15534
1922	27709	15519
1923	27765	15528
1924	27803	15526
1925	27821	15514
1926	27864	15515
1927	27882	15503
1928	27901	15491
1929	27920	15479
1930	27935	15465
1931	27951	15451
1932	27964	15436
1933	27975	15419
1934	27988	15404
1935	28001	15389
1936	28012	15373
1937	28023	15356
1938	28033	15339
1939	28044	15323
1940	28055	15306
1941	28066	15290
1942	28078	15274
1943	28090	15259
1944	28099	15241
1945	28110	15225
1946	28122	15209
1947	28133	15193
1948	28144	15177
1949	28155	15160
1950	28165	15143
1951	28176	15127
1952	28186	15110
1953	28197	15094
1954	28208	15078
1955	28220	15062
1956	28232	15046
1957	28243	15030
1958	28252	15013
