iter	RMSE
1667	19500.97804
1668	19495.29809
1669	19490.14498
1670	19484.05456
1671	19476.50084
1672	19470.67152
1673	19465.58448
1674	19459.69188
1675	19453.77753
1676	19446.15368
1677	19440.17736
1678	19434.10679
1679	19428.4099
1680	19420.07068
1681	19411.97481
1682	19404.06567
1683	19399.50603
1684	19394.92811
1685	19388.62804
1686	19383.25996
1687	19376.55182
1688	19370.98713
1689	19363.20801
1690	19359.54284
1691	19355.0805
1692	19349.31667
1693	19343.28449
1694	19338.94011
1695	19334.21315
1696	19327.31641
1697	19320.26142
1698	19312.14478
1699	19303.86505
1700	19299.5748
1701	19291.83906
1702	19285.87981
1703	19281.02357
1704	19274.01948
1705	19269.62595
1706	19264.08467
1707	19257.65372
1708	19254.57495
1709	19248.47326
1710	19241.44699
1711	19235.328
1712	19230.5181
1713	19223.11287
1714	19213.40193
1715	19208.57293
1716	19204.05961
1717	19194.55888
1718	19186.95693
1719	19182.98193
1720	19175.86116
1721	19168.94464
1722	19161.02048
1723	19155.72459
1724	19147.63136
1725	19142.54246
1726	19137.61732
1727	19130.02072
1728	19123.48118
1729	19116.89395
1730	19111.88504
1731	19104.38011
1732	19098.99351
1733	19092.89502
1734	19087.86175
1735	19082.53718
1736	19078.87168
1737	19072.11363
1738	19067.28233
1739	19064.11928
1740	19057.11179
1741	19052.99737
1742	19047.70407
1743	19041.32043
1744	19033.01342
1745	19024.10433
1746	19014.86747
1747	19010.41871
1748	19005.11019
1749	18997.30028
1750	18990.87135
1751	18983.81819
1752	18975.97365
1753	18968.95024
1754	18961.50665
1755	18956.9389
1756	18949.92179
1757	18946.40751
1758	18938.33975
1759	18935.05662
1760	18926.43853
1761	18916.17256
1762	18906.03852
1763	18901.40219
1764	18896.5929
1765	18892.7264
1766	18885.10776
1767	18879.89952
1768	18873.81589
1769	18871.22482
1770	18868.35321
1771	18860.93194
1772	18857.11182
1773	18855.45163
1774	18851.57569
1775	18845.40272
1776	18841.51366
1777	18834.90424
1778	18827.47655
1779	18820.95875
1780	18812.87571
1781	18806.80436
1782	18801.63105
1783	18796.92283
1784	18793.76133
1785	18785.16685
1786	18780.6876
1787	18773.28972
1788	18768.85463
1789	18763.45673
1790	18757.29443
1791	18753.77896
1792	18749.82228
1793	18743.91898
1794	18739.93338
1795	18734.618
1796	18728.4139
1797	18724.09656
1798	18716.99275
1799	18713.68554
1800	18708.64554
1801	18703.42062
1802	18696.61554
1803	18690.16106
1804	18682.40478
1805	18676.03114
1806	18669.86898
1807	18661.63905
1808	18654.37044
1809	18650.06366
1810	18644.28882
1811	18639.83157
1812	18633.19784
1813	18624.337
1814	18618.31768
1815	18613.35629
1816	18603.72832
1817	18597.62221
1818	18592.09284
1819	18587.35002
1820	18582.44698
1821	18576.93392
1822	18572.85031
1823	18568.65261
1824	18560.58862
1825	18556.58669
1826	18553.15755
1827	18549.55534
1828	18544.66973
1829	18539.57698
1830	18533.28872
1831	18530.05931
1832	18525.59158
1833	18519.03761
1834	18514.92618
1835	18508.24859
1836	18505.13538
1837	18498.9612
1838	18494.81374
1839	18488.00719
1840	18481.18305
1841	18477.69556
1842	18472.27849
1843	18466.32612
1844	18460.39441
1845	18456.54032
1846	18448.27419
1847	18444.64706
1848	18438.61336
1849	18433.35605
1850	18428.14973
1851	18420.95697
1852	18413.29308
1853	18405.31501
1854	18401.83253
1855	18396.14533
1856	18392.36343
1857	18386.73722
1858	18381.78152
1859	18376.35663
1860	18368.26654
1861	18363.36398
1862	18360.37444
1863	18353.74834
1864	18347.83954
1865	18340.0774
1866	18334.42956
1867	18330.06474
1868	18325.6398
1869	18322.21058
1870	18314.0904
1871	18308.57605
1872	18302.14536
1873	18294.84483
1874	18289.31561
1875	18284.04192
1876	18278.08121
1877	18270.39772
1878	18264.24659
1879	18257.27501
1880	18252.57125
1881	18249.22693
1882	18243.4881
1883	18235.35821
1884	18230.78772
1885	18225.93882
1886	18221.13967
1887	18213.28042
1888	18210.04693
1889	18207.32601
1890	18199.17464
1891	18195.66388
1892	18192.25177
1893	18186.60608
1894	18181.64688
1895	18176.11267
1896	18170.33457
1897	18165.30184
1898	18159.75264
1899	18155.4394
1900	18149.50581
1901	18145.55088
1902	18140.5456
1903	18132.10259
1904	18127.54465
1905	18122.64642
1906	18116.51696
1907	18111.092
1908	18106.56889
1909	18101.28049
1910	18094.05405
1911	18090.21409
1912	18084.28635
1913	18076.76789
1914	18073.38083
1915	18067.52775
1916	18060.9364
1917	18055.76564
1918	18052.69779
1919	18046.69324
1920	18043.24678
1921	18037.73603
1922	18031.09837
1923	18026.07676
1924	18021.62151
1925	18016.01312
1926	18006.3654
1927	17999.31541
1928	17992.62864
1929	17987.68103
1930	17982.88273
1931	17979.38999
1932	17974.76479
1933	17971.13533
1934	17967.11038
1935	17961.98247
1936	17956.27127
1937	17951.60973
1938	17945.07481
1939	17941.5356
1940	17938.08461
1941	17931.52173
1942	17925.56088
1943	17919.91922
1944	17915.38306
1945	17907.01104
1946	17900.05861
1947	17892.31211
1948	17887.59796
1949	17880.82995
1950	17878.65369
1951	17871.45582
1952	17866.16583
1953	17863.52887
1954	17859.11792
1955	17856.08816
1956	17851.30785
1957	17843.73286
1958	17840.49089
